##,Player,GS,MIN,REB,PF,A,TO,BLK,STL,PTS,ORB,DRB,FG_pct,3PT_pct,FT_pct,Team,Date,Won
04,"04 Allen,Justin",1,36,3,0,1,1,2,1,24,1,2,0.34782608695652173,0.4444444444444444,0.8,Mellon,2024-12-08,1
05,"05 DeJardin,Buckley",1,35,5,4,1,2,0,3,16,1,4,0.36363636363636365,0.5,0.75,Mellon,2024-12-08,1
10,"10 Higgs,Isaac",1,26,4,0,0,3,2,1,14,0,4,0.5,0.5,0.9,Mellon,2024-12-08,1
11,"11 Holmes,R.J.",1,35,14,2,3,4,1,1,12,2,12,0.4444444444444444,0.5,1,Mellon,2024-12-08,1
45,"45 Casey,Nolan",1,25,5,0,3,2,3,1,8,0,5,0.5,1,0.3333333333333333,Mellon,2024-12-08,1
20,"20 Murphy,Aidan",0,16,1,2,1,0,0,0,6,1,0,0.3333333333333333,0.4,NA,Mellon,2024-12-08,1
24,"24 Hassanein,Alex",0,14,1,2,2,0,0,0,0,0,1,NA,NA,NA,Mellon,2024-12-08,1
33,"33 Pavlounis,Lucas",0,9,4,2,0,0,0,0,0,3,1,0,NA,NA,Mellon,2024-12-08,1
13,"13 Bronner,Dylan",0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,Mellon,2024-12-08,1
TM,TM TEAM,0,0,4,0,0,0,0,0,0,0,4,NA,NA,NA,Mellon,2024-12-08,1
,Totals,NA,200,41,12,11,12,8,7,80,8,33,0.3770491803278688,0.48,0.7857142857142857,Mellon,2024-12-08,1
01,"01 Cwalina, Kuba",1,33,4,0,2,2,1,0,29,2,2,0.5,0.5454545454545454,0.75,Middlebury,2024-12-07,0
33,"33 Stevens, Sam",1,32,7,3,2,6,0,0,7,2,5,0.15789473684210525,0.14285714285714285,NA,Middlebury,2024-12-07,0
24,"24 Brennan, David",1,33,10,3,4,2,1,0,6,2,8,0.6,NA,NA,Middlebury,2024-12-07,0
02,"02 Flaks, Evan",1,30,4,3,2,1,0,2,4,2,2,0.2222222222222222,0,NA,Middlebury,2024-12-07,0
13,"13 Newell, Mark",1,19,9,3,1,3,0,1,4,3,6,0.5,NA,NA,Middlebury,2024-12-07,0
11,"11 Murray, Ian",0,15,2,3,1,1,0,0,6,0,2,0.5,0.5,NA,Middlebury,2024-12-07,0
04,"04 Ramey, Sawyer",0,13,3,1,1,2,0,1,4,0,3,0.6666666666666666,NA,NA,Middlebury,2024-12-07,0
15,"15 Smith, Dean",0,6,1,0,0,1,0,0,3,1,0,0.3333333333333333,0.5,NA,Middlebury,2024-12-07,0
12,"12 Witherington, Edward",0,9,3,1,0,0,0,0,2,2,1,0,0,1,Middlebury,2024-12-07,0
05,"05 Urena, Oliver",0,10,2,0,0,2,0,0,0,2,0,0,NA,NA,Middlebury,2024-12-07,0
TM,TM TEAM,0,0,7,0,0,0,0,0,0,3,4,NA,NA,NA,Middlebury,2024-12-07,0
,Totals,NA,200,52,17,13,20,2,4,65,19,33,0.3472222222222222,0.37037037037037035,0.8333333333333334,Middlebury,2024-12-07,0
02,"02 Knight,Jair",1,31,10,1,1,1,0,4,27,4,6,0.43478260869565216,0.5,0.8,Emory,2024-12-07,1
24,"24 Harris,AJ",1,25,3,1,0,1,0,6,10,0,3,0.625,0,0,Emory,2024-12-07,1
10,"10 Pearce,Ben",1,30,3,1,3,3,0,0,9,1,2,0.3,0.5,0.5,Emory,2024-12-07,1
14,"14 Shanahan,Logan",1,29,5,1,0,1,2,1,5,1,4,0.3333333333333333,NA,0.5,Emory,2024-12-07,1
21,"21 Fallas,Albert",1,27,5,0,2,0,0,1,5,0,5,0.5,0.5,1,Emory,2024-12-07,1
32,"32 Fauss,Ethan",0,15,1,0,1,0,1,0,14,0,1,0.7142857142857143,0.75,0.5,Emory,2024-12-07,1
33,"33 Martens,Cale",0,12,5,1,1,0,0,0,6,0,5,0.3333333333333333,0.3333333333333333,0.5,Emory,2024-12-07,1
30,"30 Awasum,Mario",0,5,2,0,0,0,0,0,2,1,1,1,NA,NA,Emory,2024-12-07,1
03,"03 Coppolino IV,John",0,15,1,0,2,0,0,0,0,1,0,0,0,NA,Emory,2024-12-07,1
11,"11 Hall,Spencer",0,6,0,0,0,1,0,0,0,0,0,NA,NA,NA,Emory,2024-12-07,1
15,"15 Otto,Will",0,5,1,0,0,1,0,0,0,0,1,0,NA,NA,Emory,2024-12-07,1
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Emory,2024-12-07,1
,Totals,NA,200,36,5,10,8,3,12,78,8,28,0.43283582089552236,0.47368421052631576,0.6111111111111112,Emory,2024-12-07,1
30,"30 Harris,Toby",1,31,4,1,2,1,0,0,28,2,2,0.5625,0.4,0.8571428571428571,Middlebury,2024-12-30,0
13,"13 Cadogan,Matthew",1,23,3,2,1,0,0,1,12,1,2,0.7142857142857143,0.6666666666666666,NA,Middlebury,2024-12-30,0
04,"04 Bender,Jake",1,30,4,2,0,2,0,0,10,1,3,1,1,NA,Middlebury,2024-12-30,0
20,"20 Rodl,Elias",1,18,0,3,2,2,0,0,10,0,0,0.5555555555555556,0,NA,Middlebury,2024-12-30,0
01,"01 Adusei,Sam",1,27,2,1,3,2,0,1,8,0,2,0.6,0,1,Middlebury,2024-12-30,0
02,"02 Edwards,Ethan",0,20,5,2,2,1,1,0,13,0,5,0.6666666666666666,0,0.8333333333333334,Middlebury,2024-12-30,0
33,"33 Using,Aedan",0,27,6,2,6,1,2,0,6,1,5,0.75,0,NA,Middlebury,2024-12-30,0
24,"24 Zakheim,Alex",0,13,2,0,1,0,0,0,6,0,2,0.5,NA,0,Middlebury,2024-12-30,0
22,"22 Weiss,Ryan",0,9,1,1,1,0,0,0,0,0,1,0,0,NA,Middlebury,2024-12-30,0
15,"15 Walters,Kyle",0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2024-12-30,0
25,"25 Schindler,Jasper",0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2024-12-30,0
12,"12 Coleman,Raja",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2024-12-30,0
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2024-12-30,0
,Totals,NA,200,27,14,18,9,3,2,93,5,22,0.6206896551724138,0.38095238095238093,0.7647058823529411,Middlebury,2024-12-30,0
03,"03 Joseph, Tristan",1,35,4,2,0,1,0,0,22,2,2,0.5263157894736842,0,0.6666666666666666,Brandeis,2024-12-30,1
33,"33 Stevens, Sam",1,22,2,4,1,1,0,1,18,0,2,0.5714285714285714,0,0.5,Brandeis,2024-12-30,1
02,"02 Flaks, Evan",1,29,0,3,1,0,0,1,13,0,0,0.5454545454545454,0.3333333333333333,NA,Brandeis,2024-12-30,1
24,"24 Brennan, David",1,27,8,1,5,0,0,2,2,5,3,0.2,0,NA,Brandeis,2024-12-30,1
01,"01 Cwalina, Kuba",1,17,2,0,0,1,0,0,2,1,1,0,0,1,Brandeis,2024-12-30,1
11,"11 Murray, Ian",0,16,2,1,1,1,0,0,7,0,2,0.6666666666666666,1,1,Brandeis,2024-12-30,1
12,"12 Witherington, Edward",0,23,4,1,1,1,1,1,6,2,2,0.2857142857142857,0.5,NA,Brandeis,2024-12-30,1
13,"13 Newell, Mark",0,10,3,0,0,0,0,0,6,2,1,1,NA,NA,Brandeis,2024-12-30,1
15,"15 Smith, Dean",0,1,0,0,0,0,0,0,3,0,0,1,1,NA,Brandeis,2024-12-30,1
04,"04 Ramey, Sawyer",0,12,3,4,0,1,0,0,2,0,3,1,NA,NA,Brandeis,2024-12-30,1
05,"05 Urena, Oliver",0,6,0,1,0,0,0,0,0,0,0,NA,NA,NA,Brandeis,2024-12-30,1
14,"14 Alberts, Maxwell",0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Brandeis,2024-12-30,1
35,"35 Schmitt, Scott",0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Brandeis,2024-12-30,1
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Brandeis,2024-12-30,1
,Totals,NA,200,28,17,9,6,1,5,81,12,16,0.4722222222222222,0.25,0.7272727272727273,Brandeis,2024-12-30,1
03,"03 Fitzgerald,Shea",1,30,3,3,1,2,0,2,34,0,3,0.631578947368421,0.4,0.75,Middlebury,2025-01-03,1
02,"02 Lee,Avery",1,32,2,2,3,3,0,2,16,0,2,0.42857142857142855,0.3333333333333333,1,Middlebury,2025-01-03,1
22,"22 Denham,Nathan",1,28,6,1,3,2,2,2,11,3,3,0.5714285714285714,NA,0.75,Middlebury,2025-01-03,1
04,"04 Karageuzian,Kreekor",1,28,3,1,2,0,0,1,7,0,3,0.42857142857142855,NA,1,Middlebury,2025-01-03,1
05,"05 Medina,Sebastian",1,24,2,2,2,1,0,0,0,0,2,NA,NA,NA,Middlebury,2025-01-03,1
11,"11 Greenberg,Sacha",0,11,2,3,0,0,1,0,14,1,1,0.5714285714285714,0.6666666666666666,1,Middlebury,2025-01-03,1
33,"33 Walters,Alex",0,16,4,1,0,0,0,2,3,0,4,0.16666666666666666,0.25,NA,Middlebury,2025-01-03,1
00,"00 Miranda,JP",0,8,3,1,0,0,0,0,2,1,2,0.3333333333333333,0,NA,Middlebury,2025-01-03,1
13,"13 Zhang,Eric",0,12,1,0,1,0,0,0,0,0,1,0,NA,NA,Middlebury,2025-01-03,1
23,"23 Adams,Luke",0,9,1,1,0,2,0,0,0,0,1,NA,NA,NA,Middlebury,2025-01-03,1
14,"14 France,Collin",0,1,0,0,0,0,1,0,0,0,0,0,0,NA,Middlebury,2025-01-03,1
20,"20 Gregory,Will",0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2025-01-03,1
TM,TM TEAM,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,Middlebury,2025-01-03,1
,Totals,NA,200,28,15,12,10,4,9,87,6,22,0.4626865671641791,0.39285714285714285,0.8235294117647058,Middlebury,2025-01-03,1
33,"33 Stevens, Sam",1,33,3,2,2,2,1,0,24,0,3,0.5294117647058824,0.5714285714285714,1,Vassar,2025-01-03,0
12,"12 Witherington, Edward",1,29,11,2,3,2,0,2,23,3,8,0.9,1,0.5,Vassar,2025-01-03,0
03,"03 Joseph, Tristan",1,33,5,2,5,1,0,3,17,0,5,0.35714285714285715,0.42857142857142855,0.8,Vassar,2025-01-03,0
02,"02 Flaks, Evan",1,30,3,3,7,3,0,0,14,0,3,0.5,0.6666666666666666,NA,Vassar,2025-01-03,0
24,"24 Brennan, David",1,27,14,2,5,2,1,2,9,4,10,1,NA,1,Vassar,2025-01-03,0
01,"01 Cwalina, Kuba",0,15,2,1,0,1,0,0,7,0,2,0.3333333333333333,0.5,0.5,Vassar,2025-01-03,0
04,"04 Ramey, Sawyer",0,7,0,0,1,0,0,0,3,0,0,1,1,NA,Vassar,2025-01-03,0
11,"11 Murray, Ian",0,11,0,2,4,1,0,0,2,0,0,0.5,0,NA,Vassar,2025-01-03,0
13,"13 Newell, Mark",0,10,1,1,1,1,0,0,0,0,1,NA,NA,NA,Vassar,2025-01-03,0
35,"35 Schmitt, Scott",0,3,0,0,0,1,0,0,0,0,0,NA,NA,NA,Vassar,2025-01-03,0
05,"05 Urena, Oliver",0,2,1,0,0,0,0,0,0,0,1,NA,NA,NA,Vassar,2025-01-03,0
TM,TM TEAM,0,0,2,0,0,0,0,0,0,2,0,NA,NA,NA,Vassar,2025-01-03,0
,Totals,NA,200,42,15,28,14,2,7,99,9,33,0.5606060606060606,0.5769230769230769,0.7142857142857143,Vassar,2025-01-03,0
10,10 Remijo Wani,1,36,8,2,0,1,0,4,26,3,5,0.47058823529411764,0.3333333333333333,1,Middlebury,2025-01-04,0
24,24 John Paul Frazier,1,33,1,0,2,2,0,1,20,0,1,0.35294117647058826,0.2727272727272727,0.8333333333333334,Middlebury,2025-01-04,0
12,12 Wani Donato,1,29,7,5,2,3,1,0,11,3,4,0.6,1,0.6666666666666666,Middlebury,2025-01-04,0
01,01 Silvano Ismail,1,22,6,5,6,3,0,1,8,3,3,0.75,0,1,Middlebury,2025-01-04,0
03,03 Derek Salvatore,1,10,0,2,1,0,0,0,2,0,0,0.5,NA,NA,Middlebury,2025-01-04,0
33,33 Julian Llopiz,0,20,4,1,2,0,0,0,16,1,3,0.4444444444444444,0,1,Middlebury,2025-01-04,0
14,14 Pitia Donato,0,17,1,2,0,1,0,0,5,0,1,0.5,0,0.5,Middlebury,2025-01-04,0
15,15 Teagan Hynes,0,22,6,1,2,2,0,0,3,1,5,0,NA,0.75,Middlebury,2025-01-04,0
22,22 Kolbyn Dunphe,0,11,0,2,0,0,0,1,2,0,0,0.5,0,NA,Middlebury,2025-01-04,0
TM,TM TEAM,0,0,8,0,0,0,0,0,0,2,6,NA,NA,NA,Middlebury,2025-01-04,0
,Totals,NA,200,41,20,15,12,1,7,93,13,28,0.45901639344262296,0.2413793103448276,0.8571428571428571,Middlebury,2025-01-04,0
03,"03 Joseph, Tristan",1,32,4,4,0,0,0,0,20,1,3,0.46153846153846156,0.25,0.875,(ME),2025-01-04,1
02,"02 Flaks, Evan",1,28,3,3,5,2,0,2,17,1,2,0.4666666666666667,0.2,1,(ME),2025-01-04,1
33,"33 Stevens, Sam",1,28,2,3,1,4,0,1,10,0,2,0.375,0.6666666666666666,0.5,(ME),2025-01-04,1
12,"12 Witherington, Edward",1,27,7,4,0,3,1,0,7,4,3,0.3333333333333333,0.25,NA,(ME),2025-01-04,1
24,"24 Brennan, David",1,24,8,4,1,1,0,2,2,4,4,0.5,NA,0,(ME),2025-01-04,1
04,"04 Ramey, Sawyer",0,13,1,1,3,0,0,1,9,0,1,0.5,0.2,NA,(ME),2025-01-04,1
01,"01 Cwalina, Kuba",0,17,2,0,0,1,0,0,6,0,2,0.2,0.3333333333333333,NA,(ME),2025-01-04,1
11,"11 Murray, Ian",0,11,0,4,1,0,0,1,5,0,0,0.6666666666666666,0.5,NA,(ME),2025-01-04,1
13,"13 Newell, Mark",0,16,5,4,0,1,0,0,4,1,4,1,NA,NA,(ME),2025-01-04,1
05,"05 Urena, Oliver",0,4,2,0,0,1,0,0,2,0,2,1,NA,NA,(ME),2025-01-04,1
TM,TM TEAM,0,0,3,0,0,0,0,0,0,3,0,NA,NA,NA,(ME),2025-01-04,1
,Totals,NA,200,37,27,11,13,1,7,82,14,23,0.43661971830985913,0.3103448275862069,0.7333333333333333,(ME),2025-01-04,1
03,"03 Joseph, Tristan",1,23,2,0,4,2,0,0,17,0,2,0.46153846153846156,0.36363636363636365,0.5,Middlebury,2025-01-06,1
12,"12 Witherington, Edward",1,24,10,0,1,0,0,0,12,4,6,0.5555555555555556,0.6666666666666666,NA,Middlebury,2025-01-06,1
33,"33 Stevens, Sam",1,20,1,1,4,3,1,2,9,1,0,0.42857142857142855,0.4,0.5,Middlebury,2025-01-06,1
02,"02 Flaks, Evan",1,25,2,0,6,0,0,0,8,0,2,0.3333333333333333,0.2857142857142857,NA,Middlebury,2025-01-06,1
24,"24 Brennan, David",1,22,18,3,4,0,1,1,2,10,8,1,NA,NA,Middlebury,2025-01-06,1
01,"01 Cwalina, Kuba",0,14,2,0,2,0,0,0,15,0,2,0.35714285714285715,0.3,1,Middlebury,2025-01-06,1
31,"31 Morrison, Henry",0,5,1,0,0,0,0,0,9,1,0,1,1,NA,Middlebury,2025-01-06,1
13,"13 Newell, Mark",0,12,2,2,0,1,1,1,6,1,1,1,NA,1,Middlebury,2025-01-06,1
05,"05 Urena, Oliver",0,9,1,1,1,1,0,0,5,0,1,0.6666666666666666,0,0.5,Middlebury,2025-01-06,1
15,"15 Smith, Dean",0,7,1,0,0,2,0,0,5,0,1,0.25,0,1,Middlebury,2025-01-06,1
11,"11 Murray, Ian",0,11,2,1,3,1,0,1,2,0,2,0.3333333333333333,0,NA,Middlebury,2025-01-06,1
35,"35 Schmitt, Scott",0,5,6,1,0,0,0,0,2,3,3,0.3333333333333333,NA,NA,Middlebury,2025-01-06,1
04,"04 Ramey, Sawyer",0,18,2,2,6,0,0,1,0,0,2,0,0,NA,Middlebury,2025-01-06,1
14,"14 Alberts, Maxwell",0,5,0,2,0,0,0,1,0,0,0,0,0,NA,Middlebury,2025-01-06,1
TM,TM TEAM,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,Middlebury,2025-01-06,1
,Totals,NA,200,51,13,31,10,3,7,92,20,31,0.4358974358974359,0.2978723404255319,0.7692307692307693,Middlebury,2025-01-06,1
23,"23 Saputo,Sal",1,22,5,1,3,1,0,4,9,1,4,0.3,0,0.75,Hunter,2025-01-06,0
30,"30 Cola,Donovon",1,13,2,2,1,1,0,0,7,1,1,0.6,0.3333333333333333,NA,Hunter,2025-01-06,0
10,"10 Caceres-Roussel,Enzo",1,21,4,0,3,1,0,0,6,2,2,0.3333333333333333,1,NA,Hunter,2025-01-06,0
24,"24 Jarret,Jayden",1,17,1,1,2,0,1,0,5,0,1,0.25,NA,0.75,Hunter,2025-01-06,0
04,"04 Meyers,Casey",1,25,4,0,2,0,0,0,2,0,4,0.14285714285714285,0,NA,Hunter,2025-01-06,0
01,"01 Outmezguine,Noah",0,18,0,0,1,0,0,0,9,0,0,0.6,0.6,0,Hunter,2025-01-06,0
11,"11 Meyers,Jack",0,16,2,0,1,1,0,0,7,1,1,0.2857142857142857,0.2,1,Hunter,2025-01-06,0
13,"13 Nunez,Kristian",0,16,1,2,1,0,0,0,6,0,1,0.4,NA,1,Hunter,2025-01-06,0
00,"00 Kruszewski,David",0,13,1,1,0,1,0,1,6,1,0,0.6,0,NA,Hunter,2025-01-06,0
15,"15 Parada Jr.,Ernie",0,12,1,0,0,0,0,0,4,0,1,0.4,NA,0,Hunter,2025-01-06,0
02,"02 Propper,Gene",0,14,3,1,1,4,0,0,3,1,2,1,1,NA,Hunter,2025-01-06,0
22,"22 Casulla,Marcuz",0,5,2,0,1,1,0,0,3,0,2,1,NA,1,Hunter,2025-01-06,0
33,"33 Mbengue,Alioune",0,7,4,0,1,1,1,0,0,0,4,0,NA,NA,Hunter,2025-01-06,0
12,"12 Hansly,David",0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Hunter,2025-01-06,0
TM,TM TEAM,0,0,3,0,0,0,0,0,0,1,2,NA,NA,NA,Hunter,2025-01-06,0
,Totals,NA,200,33,8,17,11,2,5,67,8,25,0.3870967741935484,0.36363636363636365,0.6470588235294118,Hunter,2025-01-06,0
33,"33 Stevens, Sam",1,20,3,3,0,2,1,0,12,1,2,0.5555555555555556,0.4,NA,Middlebury,2025-01-10,0
02,"02 Flaks, Evan",1,23,1,2,1,3,0,0,7,1,0,0.3333333333333333,0.3333333333333333,NA,Middlebury,2025-01-10,0
03,"03 Joseph, Tristan",1,28,2,2,1,1,0,0,4,1,1,0.16666666666666666,0,0,Middlebury,2025-01-10,0
12,"12 Witherington, Edward",1,22,4,3,1,0,0,0,4,2,2,0.3333333333333333,0,NA,Middlebury,2025-01-10,0
24,"24 Brennan, David",1,20,7,3,2,0,0,0,2,3,4,0.3333333333333333,NA,NA,Middlebury,2025-01-10,0
01,"01 Cwalina, Kuba",0,17,1,1,0,2,0,0,10,0,1,0.6666666666666666,0.6666666666666666,NA,Middlebury,2025-01-10,0
13,"13 Newell, Mark",0,20,6,0,0,0,0,0,5,2,4,0.6666666666666666,NA,0.5,Middlebury,2025-01-10,0
05,"05 Urena, Oliver",0,10,2,0,1,0,0,0,4,0,2,0,0,1,Middlebury,2025-01-10,0
14,"14 Alberts, Maxwell",0,4,0,0,0,0,0,0,3,0,0,0.5,0.5,NA,Middlebury,2025-01-10,0
31,"31 Morrison, Henry",0,7,1,1,0,1,0,0,2,1,0,NA,NA,1,Middlebury,2025-01-10,0
04,"04 Ramey, Sawyer",0,13,4,0,1,3,0,0,1,0,4,0,0,0.5,Middlebury,2025-01-10,0
11,"11 Murray, Ian",0,8,2,2,1,0,0,0,0,0,2,0,0,NA,Middlebury,2025-01-10,0
15,"15 Smith, Dean",0,4,1,0,0,0,0,0,0,0,1,0,0,NA,Middlebury,2025-01-10,0
35,"35 Schmitt, Scott",0,4,3,1,0,0,1,0,0,1,2,NA,NA,NA,Middlebury,2025-01-10,0
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2025-01-10,0
,Totals,NA,200,37,18,8,12,2,0,54,12,25,0.35714285714285715,0.23076923076923078,0.6666666666666666,Middlebury,2025-01-10,0
03,"03 Vetter,Henry",1,24,4,1,2,0,0,0,11,1,3,0.25,0.25,1,(CT),2025-01-10,1
01,"01 Dorion,Will",1,22,2,3,3,1,0,1,9,0,2,0.6,NA,1,(CT),2025-01-10,1
22,"22 Okorougo,Jarrel",1,22,2,0,1,0,0,0,9,0,2,0.5,1,NA,(CT),2025-01-10,1
13,"13 Lazarre,Drew",1,22,9,1,1,1,2,1,5,4,5,0.3333333333333333,0.5,NA,(CT),2025-01-10,1
23,"23 Davis,Tristan",1,18,2,3,1,1,1,0,3,2,0,0,0,0.5,(CT),2025-01-10,1
45,"45 Macarchuk,Sean",0,17,0,0,2,0,0,0,12,0,0,0.5555555555555556,0.3333333333333333,NA,(CT),2025-01-10,1
10,"10 McDonald,Trevor",0,19,3,2,1,1,1,1,10,2,1,0.8333333333333334,0,NA,(CT),2025-01-10,1
00,"00 Berry,Jared",0,16,5,0,5,0,1,0,6,0,5,0.2222222222222222,NA,1,(CT),2025-01-10,1
20,"20 Jordan,Paul",0,12,5,1,0,0,0,0,5,1,4,0.5,0.5,1,(CT),2025-01-10,1
04,"04 Ippolito,Paul",0,4,2,0,1,0,0,2,1,0,2,0,0,0.5,(CT),2025-01-10,1
11,"11 Ayles,David",0,18,1,4,2,0,0,2,0,0,1,0,NA,NA,(CT),2025-01-10,1
02,"02 Berete,Bangaly",0,2,0,1,0,0,0,0,0,0,0,0,NA,NA,(CT),2025-01-10,1
05,"05 Douglas,Alex",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,(CT),2025-01-10,1
24,"24 Norris,Samuel",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,(CT),2025-01-10,1
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,(CT),2025-01-10,1
,Totals,NA,200,35,16,19,4,5,7,71,10,25,0.4067796610169492,0.3333333333333333,0.8095238095238095,(CT),2025-01-10,1
03,"03 Joseph, Tristan",1,30,5,2,2,1,0,0,14,0,5,0.4444444444444444,0.16666666666666666,0.625,Middlebury,2025-01-11,0
33,"33 Stevens, Sam",1,26,2,3,2,1,1,0,8,0,2,0.3333333333333333,0,1,Middlebury,2025-01-11,0
13,"13 Newell, Mark",1,23,6,1,2,2,0,0,8,1,5,0.8,NA,NA,Middlebury,2025-01-11,0
02,"02 Flaks, Evan",1,16,2,2,2,2,0,0,3,0,2,0.2,0.3333333333333333,NA,Middlebury,2025-01-11,0
24,"24 Brennan, David",1,24,5,4,3,2,0,0,0,4,1,NA,NA,0,Middlebury,2025-01-11,0
01,"01 Cwalina, Kuba",0,14,2,1,0,0,0,0,6,0,2,0.3333333333333333,0,1,Middlebury,2025-01-11,0
05,"05 Urena, Oliver",0,11,4,1,0,0,0,0,6,3,1,0.4,NA,0.25,Middlebury,2025-01-11,0
31,"31 Morrison, Henry",0,8,0,0,0,0,0,1,6,0,0,0.5,0,0.6666666666666666,Middlebury,2025-01-11,0
11,"11 Murray, Ian",0,11,0,0,0,0,0,0,5,0,0,0.4,0.25,NA,Middlebury,2025-01-11,0
15,"15 Smith, Dean",0,7,0,0,2,0,0,0,3,0,0,0.3333333333333333,0.3333333333333333,NA,Middlebury,2025-01-11,0
04,"04 Ramey, Sawyer",0,20,4,2,3,1,0,1,2,0,4,0.2,0,NA,Middlebury,2025-01-11,0
35,"35 Schmitt, Scott",0,5,2,0,0,1,2,0,2,1,1,1,NA,NA,Middlebury,2025-01-11,0
14,"14 Alberts, Maxwell",0,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2025-01-11,0
TM,TM TEAM,0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,Middlebury,2025-01-11,0
,Totals,NA,200,33,16,16,11,3,2,63,9,24,0.40350877192982454,0.14285714285714285,0.5416666666666666,Middlebury,2025-01-11,0
30,"30 Regan,Shane",1,18,2,3,3,0,0,0,21,0,2,0.7272727272727273,0.6666666666666666,1,(CT),2025-01-11,1
03,"03 Johnson,Nicky",1,27,4,2,7,3,0,1,12,0,4,0.6,0,0,(CT),2025-01-11,1
14,"14 Lyttle,Ben",1,23,7,3,0,0,0,0,10,1,6,0.25,0.2,0.8333333333333334,(CT),2025-01-11,1
00,"00 Cormier,Jackson",1,25,4,1,2,1,0,0,9,0,4,0.8,NA,0.5,(CT),2025-01-11,1
31,"31 Hauser,Fritz",1,19,2,1,2,0,0,1,5,1,1,0.4,0.3333333333333333,NA,(CT),2025-01-11,1
44,"44 Edelman,Oscar",0,13,1,1,1,0,0,0,8,0,1,0.5,0.4,NA,(CT),2025-01-11,1
01,"01 Pohlman,Sam",0,13,1,3,2,1,0,0,6,0,1,1,NA,NA,(CT),2025-01-11,1
32,"32 Fleming,Hunter",0,4,1,1,1,0,0,0,5,1,0,0.6666666666666666,1,NA,(CT),2025-01-11,1
15,"15 Wolinski,Zach",0,19,4,0,0,0,0,0,4,2,2,0.16666666666666666,0.2,0.3333333333333333,(CT),2025-01-11,1
20,"20 Aririguzoh,Anthony",0,5,1,0,0,0,0,0,4,1,0,0.6666666666666666,0,NA,(CT),2025-01-11,1
04,"04 Cameron,Josh",0,15,8,3,1,1,0,0,3,1,7,0.5,1,NA,(CT),2025-01-11,1
10,"10 Justh,Alex",0,4,1,0,2,0,0,2,2,0,1,1,NA,NA,(CT),2025-01-11,1
21,"21 Pofsky,Jacob",0,5,0,1,0,0,0,0,0,0,0,NA,NA,NA,(CT),2025-01-11,1
13,"13 Moore,Charlie",0,4,0,0,0,1,0,0,0,0,0,NA,NA,NA,(CT),2025-01-11,1
02,"02 Park,Philip",0,3,0,0,0,0,0,0,0,0,0,0,0,NA,(CT),2025-01-11,1
11,"11 Langs,Jared",0,3,1,0,0,1,0,0,0,1,0,0,NA,NA,(CT),2025-01-11,1
TM,TM TEAM,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,(CT),2025-01-11,1
,Totals,NA,200,38,19,21,8,0,4,89,9,29,0.5384615384615384,0.32142857142857145,0.6666666666666666,(CT),2025-01-11,1
14,"14 Espinosa,Elias",1,27,6,2,0,0,0,4,23,0,6,0.6,0.5714285714285714,1,Middlebury,2025-01-17,0
40,"40 Hartel,Andrew",1,28,10,3,3,3,0,1,18,6,4,0.6428571428571429,NA,NA,Middlebury,2025-01-17,0
31,"31 Clar,Garrett",1,35,5,0,4,0,0,3,12,0,5,0.38461538461538464,0.16666666666666666,0.5,Middlebury,2025-01-17,0
10,"10 Watson,Dylan",1,32,7,2,0,4,2,0,4,2,5,0.2222222222222222,0,NA,Middlebury,2025-01-17,0
13,"13 Doran,Alden",1,19,2,3,1,1,0,3,3,1,1,0.5,0.5,NA,Middlebury,2025-01-17,0
00,"00 Schainfeld,Cam",0,20,0,0,0,1,0,1,7,0,0,0.5,0,0.75,Middlebury,2025-01-17,0
05,"05 Casey,RJ",0,20,2,0,1,1,0,0,7,1,1,0.4,0.3333333333333333,1,Middlebury,2025-01-17,0
12,"12 Mitchell,Alex",0,15,2,1,1,0,0,0,0,1,1,0,0,NA,Middlebury,2025-01-17,0
01,"01 Leaver,Matt",0,4,1,0,0,0,0,0,0,0,1,NA,NA,NA,Middlebury,2025-01-17,0
TM,TM TEAM,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,Middlebury,2025-01-17,0
